fid,field_1,x,y,VRYieldVOl,row,col,CropSeason,harvestID,CropName,Relative_Elevation1,Slope1,TRI1,TPI1,Elevation1,SeedingDensity,SeedingDensity_missing,Seeding_Variety1,Application_1_N_rate,Application_1_ID,Application_1_N_date,Application_2_N_rate,Application_2_ID,Application_2_N_date,Application_3_N_rate,Application_3_ID,Application_3_N_date,Application_4_N_rate,Application_4_ID,Application_4_N_date,Application_5_N_rate,Application_5_ID,Application_5_N_date,Application_6_N_rate,Application_6_ID,Application_6_N_date,Application_7_N_rate,Application_7_ID,Application_7_N_date,Application_8_N_rate,Application_8_ID,Application_8_N_date,Application_9_N_rate,Application_9_ID,Application_9_N_date,Application_10_N_rate,Application_10_ID,Application_10_N_date,ph_mean_30_60,clay_mean_30_60,silt_mean_30_60,sand_mean_30_60,ksat_mean_30_60,om_mean_30_60,GDD2,Precipitation2,GDD3,Precipitation3,GDD4,Precipitation4,GDD5,Precipitation5,GDD6,Precipitation6,GDD7,Precipitation7,GDD8,Precipitation8,GDD9,Precipitation9,GDD10,Precipitation10,GDD11,Precipitation11,Trait1,Trait2,Trait3,Trait4,Trait5,FIPSCode,PlantingDay1,HarvestDay,GridId
"2315","2314",-97.69524697,27.66599297,85.10643,"76","16","2008",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMTAwYQ,SORGHUM,-0.834277153,0.011411984,0.602073491,0.639995337,53.72598267,"63000","0",84G62,,,,,,,"0",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMTAwMg,"115",,,,,,,,,,0.218812237,MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMTAwMw,"181","0",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMGZmYg,"125","0",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMGZmZA,"150",81.0812027,MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMGZmZg,"74",7.560058117,41.57880783,24.21536636,30.42845345,0.914994657,1.212531805,441.774,2.32,523.656,43.22,693.342,57.18,940.446,29.53,1032.147,2.54,1010.412,137.92,1051.011,160.73,889.479,69.7,693.243,60.92,493.497,18.89,"0","0","0","0","0","-99","68","187","10"
"2316","2315",-97.69514697,27.66599297,84.30035,"76","17","2008",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMTAwYQ,SORGHUM,-0.728073359,0.004767757,0.499807924,0.73511523,53.87362289,"63000","0",84G62,,,,,,,"0",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMTAwMg,"115",,,,,,,,,,0.219295444,MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMTAwMw,"181","0",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMGZmYg,"125","0",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMGZmZA,"150",78.94520817,MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMGZmZg,"74",7.575232506,42.33131409,24.55072594,29.66024399,0.673859656,1.20460844,441.774,2.32,523.656,43.22,693.342,57.18,940.446,29.53,1032.147,2.54,1010.412,137.92,1051.011,160.73,889.479,69.7,693.243,60.92,493.497,18.89,"0","0","0","0","0","-99","68","187","10"
"2317","2316",-97.69504697,27.66599297,90.493256,"76","18","2008",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMTAwYQ,SORGHUM,-0.657273591,0.004437944,0.377434552,0.797375977,53.9720459,"63000","0",84G62,,,,,,,"0",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMTAwMg,"115",,,,,,,,,,0.228403893,MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMTAwMw,"181","0",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMGZmYg,"125","0",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMGZmZA,"150",80.09979744,MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMGZmZg,"74",7.575232506,42.33131409,24.55072594,29.66024399,0.673859656,1.20460844,441.774,2.32,523.656,43.22,693.342,57.18,940.446,29.53,1032.147,2.54,1010.412,137.92,1051.011,160.73,889.479,69.7,693.243,60.92,493.497,18.89,"0","0","0","0","0","-99","68","187","10"
"2318","2317",-97.69494697,27.66599297,100.87374,"76","19","2008",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMTAwYQ,SORGHUM,-0.560512185,0.001830233,0.330266714,0.889785588,54.10655975,"63000","0",84G62,,,,,,,"0",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMTAwMg,"115",,,,,,,,,,0.232201214,MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMTAwMw,"181","0",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMGZmYg,"125","0",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMGZmZA,"150",79.95547314,MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMGZmZg,"74",7.575232506,42.33131409,24.55072594,29.66024399,0.673859656,1.20460844,441.774,2.32,523.656,43.22,693.342,57.18,940.446,29.53,1032.147,2.54,1010.412,137.92,1051.011,160.73,889.479,69.7,693.243,60.92,493.497,18.89,"0","0","0","0","0","-99","68","187","10"
"2319","2318",-97.69484697,27.66599297,98.87495,"76","20","2008",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMTAwYQ,SORGHUM,-0.588831007,0.006698672,0.230908215,0.799640954,54.06719208,"63000","0",84G62,,,,,,,"0",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMTAwMg,"115",,,,,,,,,,0.239778767,MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMTAwMw,"181","0",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMGZmYg,"125","0",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMGZmZA,"150",77.3865057,MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMGZmZg,"74",7.575232506,42.33131409,24.55072594,29.66024399,0.673859656,1.20460844,441.774,2.32,523.656,43.22,693.342,57.18,940.446,29.53,1032.147,2.54,1010.412,137.92,1051.011,160.73,889.479,69.7,693.243,60.92,493.497,18.89,"0","0","0","0","0","-99","68","187","10"
"2320","2319",-97.69474697,27.66599297,99.42418,"76","21","2008",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMTAwYQ,SORGHUM,-0.572311699,0.00293658,0.205360726,0.768820703,54.09015656,"63000","0",84G62,,,,,,,"0",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMTAwMg,"115",,,,,,,,,,0.244029369,MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMTAwMw,"181","0",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMGZmYg,"125","0",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMGZmZA,"150",79.20498676,MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMGZmZg,"74",7.575232506,42.33131409,24.55072594,29.66024399,0.673859656,1.20460844,441.774,2.32,523.656,43.22,693.342,57.18,940.446,29.53,1032.147,2.54,1010.412,137.92,1051.011,160.73,889.479,69.7,693.243,60.92,493.497,18.89,"0","0","0","0","0","-99","68","187","10"
"2321","2320",-97.69464697,27.66599297,99.50279,"76","22","2008",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMTAwYQ,SORGHUM,-0.489709646,0.006566488,0.253819853,0.884389281,54.20498657,"63000","0",84G62,,,,,,,"0",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMTAwMg,"115",,,,,,,,,,0.244273109,MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMTAwMw,"181","0",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMGZmYg,"125","0",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMGZmZA,"150",79.40704079,MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMGZmZg,"74",7.575232506,42.33131409,24.55072594,29.66024399,0.673859656,1.20460844,441.774,2.32,523.656,43.22,693.342,57.18,940.446,29.53,1032.147,2.54,1010.412,137.92,1051.011,160.73,889.479,69.7,693.243,60.92,493.497,18.89,"0","0","0","0","0","-99","68","187","10"
"2322","2321",-97.69454697,27.66599297,96.23311,"76","23","2008",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMTAwYQ,SORGHUM,-0.489709646,0.00497112,0.226434991,0.879822493,54.20498657,"63000","0",84G62,,,,,,,"0",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMTAwMg,"115",,,,,,,,,,0.230995312,MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMTAwMw,"181","0",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMGZmYg,"125","0",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMGZmZA,"150",80.2729866,MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMGZmZg,"74",7.575232506,42.33131409,24.55072594,29.66024399,0.673859656,1.20460844,441.774,2.32,523.656,43.22,693.342,57.18,940.446,29.53,1032.147,2.54,1010.412,137.92,1051.011,160.73,889.479,69.7,693.243,60.92,493.497,18.89,"0","0","0","0","0","-99","68","187","10"
"1835","1834",-97.69584697,27.66639297,0,"72","10","2008",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMTAwYQ,SORGHUM,-1.511609912,0.009477983,0.872040808,0.473599225,52.78438187,"63000","0",84G62,,,,,,,"0",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMTAwMg,"115",,,,,,,,,,2.256328735,MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMTAwMw,"181","0",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMGZmYg,"125","0",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMGZmZA,"150",75.04845715,MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMGZmZg,"74",7.560058117,41.57880783,24.21536636,30.42845345,0.914994657,1.212531805,441.774,2.32,523.656,43.22,693.342,57.18,940.446,29.53,1032.147,2.54,1010.412,137.92,1051.011,160.73,889.479,69.7,693.243,60.92,493.497,18.89,"0","0","0","0","0","-99","68","187","10"
"1836","1835",-97.69574697,27.66639297,5.3035135,"72","11","2008",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMTAwYQ,SORGHUM,-1.54465127,0.006937794,0.711661756,0.414239645,52.7384491,"63000","0",84G62,,,,,,,"0",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMTAwMg,"115",,,,,,,,,,0.345825882,MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMTAwMw,"181","0",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMGZmYg,"125","0",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMGZmZA,"150",73.51862469,MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMGZmZg,"74",7.560058117,41.57880783,24.21536636,30.42845345,0.914994657,1.212531805,441.774,2.32,523.656,43.22,693.342,57.18,940.446,29.53,1032.147,2.54,1010.412,137.92,1051.011,160.73,889.479,69.7,693.243,60.92,493.497,18.89,"0","0","0","0","0","-99","68","187","10"
"1837","1836",-97.69564697,27.66639297,89.33985,"72","12","2008",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMTAwYQ,SORGHUM,-1.249644399,0.019369995,0.635681331,0.686011791,53.14855576,"63000","0",84G62,,,,,,,"0",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMTAwMg,"115",,,,,,,,,,0.248844433,MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMTAwMw,"181","0",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMGZmYg,"125","0",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMGZmZA,"150",75.42370033,MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMGZmZg,"74",7.560058117,41.57880783,24.21536636,30.42845345,0.914994657,1.212531805,441.774,2.32,523.656,43.22,693.342,57.18,940.446,29.53,1032.147,2.54,1010.412,137.92,1051.011,160.73,889.479,69.7,693.243,60.92,493.497,18.89,"0","0","0","0","0","-99","68","187","10"
"1838","1837",-97.69554697,27.66639297,83.50669,"72","13","2008",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMTAwYQ,SORGHUM,-0.853156388,0.013389576,0.775385082,1.05379653,53.69973755,"63000","0",84G62,,,,,,,"0",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMTAwMg,"115",,,,,,,,,,0.241309662,MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMTAwMw,"181","0",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMGZmYg,"125","0",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMGZmZA,"150",76.86694336,MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMGZmZg,"74",7.560058117,41.57880783,24.21536636,30.42845345,0.914994657,1.212531805,441.774,2.32,523.656,43.22,693.342,57.18,940.446,29.53,1032.147,2.54,1010.412,137.92,1051.011,160.73,889.479,69.7,693.243,60.92,493.497,18.89,"0","0","0","0","0","-99","68","187","10"
"1839","1838",-97.69544697,27.66639297,96.808556,"72","14","2008",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMTAwYQ,SORGHUM,-0.744595408,0.003063096,0.757687271,1.128519535,53.8506546,"63000","0",84G62,,,,,,,"0",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMTAwMg,"115",,,,,,,,,,0.23677681,MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMTAwMw,"181","0",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMGZmYg,"125","0",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMGZmZA,"150",78.772019,MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMGZmZg,"74",7.560058117,41.57880783,24.21536636,30.42845345,0.914994657,1.212531805,441.774,2.32,523.656,43.22,693.342,57.18,940.446,29.53,1032.147,2.54,1010.412,137.92,1051.011,160.73,889.479,69.7,693.243,60.92,493.497,18.89,"0","0","0","0","0","-99","68","187","10"
"1840","1839",-97.69534697,27.66639297,104.56245,"72","15","2008",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMTAwYQ,SORGHUM,-0.737515748,0.006898012,0.639584661,1.090698242,53.86049652,"63000","0",84G62,,,,,,,"0",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMTAwMg,"115",,,,,,,,,,0.237614975,MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMTAwMw,"181","0",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMGZmYg,"125","0",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMGZmZA,"150",76.66488934,MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMGZmZg,"74",7.560058117,41.57880783,24.21536636,30.42845345,0.914994657,1.212531805,441.774,2.32,523.656,43.22,693.342,57.18,940.446,29.53,1032.147,2.54,1010.412,137.92,1051.011,160.73,889.479,69.7,693.243,60.92,493.497,18.89,"0","0","0","0","0","-99","68","187","10"
"1841","1840",-97.69524697,27.66639297,90.20232,"72","16","2008",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMTAwYQ,SORGHUM,-0.664353311,0.0104392,0.641468585,1.105758905,53.96220398,"63000","0",84G62,,,,,,,"0",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMTAwMg,"115",,,,,,,,,,0.237995548,MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMTAwMw,"181","0",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMGZmYg,"125","0",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMGZmZA,"150",77.87720833,MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMGZmZg,"74",7.560058117,41.57880783,24.21536636,30.42845345,0.914994657,1.212531805,441.774,2.32,523.656,43.22,693.342,57.18,940.446,29.53,1032.147,2.54,1010.412,137.92,1051.011,160.73,889.479,69.7,693.243,60.92,493.497,18.89,"0","0","0","0","0","-99","68","187","10"
"1842","1841",-97.69514697,27.66639297,104.48305,"72","17","2008",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMTAwYQ,SORGHUM,-0.730436027,0.010599576,0.542662621,0.980963051,53.87033844,"63000","0",84G62,,,,,,,"0",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMTAwMg,"115",,,,,,,,,,0.242130699,MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMTAwMw,"181","0",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMGZmYg,"125","0",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMGZmZA,"150",80.61936493,MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMGZmZg,"74",7.575232506,42.33131409,24.55072594,29.66024399,0.673859656,1.20460844,441.774,2.32,523.656,43.22,693.342,57.18,940.446,29.53,1032.147,2.54,1010.412,137.92,1051.011,160.73,889.479,69.7,693.243,60.92,493.497,18.89,"0","0","0","0","0","-99","68","187","10"
"1843","1842",-97.69504697,27.66639297,107.505005,"72","18","2008",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMTAwYQ,SORGHUM,-0.803595722,0.00363844,0.477754384,0.828630745,53.7686348,"63000","0",84G62,,,,,,,"0",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMTAwMg,"115",,,,,,,,,,0.239175797,MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMTAwMw,"181","0",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMGZmYg,"125","0",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMGZmZA,"150",79.66682453,MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMGZmZg,"74",7.575232506,42.33131409,24.55072594,29.66024399,0.673859656,1.20460844,441.774,2.32,523.656,43.22,693.342,57.18,940.446,29.53,1032.147,2.54,1010.412,137.92,1051.011,160.73,889.479,69.7,693.243,60.92,493.497,18.89,"0","0","0","0","0","-99","68","187","10"
"1844","1843",-97.69494697,27.66639297,106.136894,"72","19","2008",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMTAwYQ,SORGHUM,-0.742235541,0.008763597,0.473197311,0.814657927,53.85393524,"63000","0",84G62,,,,,,,"0",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMTAwMg,"115",,,,,,,,,,0.243422127,MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMTAwMw,"181","0",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMGZmYg,"125","0",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMGZmZA,"150",79.84001369,MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMGZmZg,"74",7.575232506,42.33131409,24.55072594,29.66024399,0.673859656,1.20460844,441.774,2.32,523.656,43.22,693.342,57.18,940.446,29.53,1032.147,2.54,1010.412,137.92,1051.011,160.73,889.479,69.7,693.243,60.92,493.497,18.89,"0","0","0","0","0","-99","68","187","10"
"1845","1844",-97.69484697,27.66639297,101.695244,"72","20","2008",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMTAwYQ,SORGHUM,-0.685595155,0.003072717,0.425684839,0.813400924,53.93267441,"63000","0",84G62,,,,,,,"0",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMTAwMg,"115",,,,,,,,,,0.236238003,MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMTAwMw,"181","0",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMGZmYg,"125","0",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMGZmZA,"150",79.86887856,MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMGZmZg,"74",7.575232506,42.33131409,24.55072594,29.66024399,0.673859656,1.20460844,441.774,2.32,523.656,43.22,693.342,57.18,940.446,29.53,1032.147,2.54,1010.412,137.92,1051.011,160.73,889.479,69.7,693.243,60.92,493.497,18.89,"0","0","0","0","0","-99","68","187","10"
"1846","1845",-97.69474697,27.66639297,94.94401,"72","21","2008",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMTAwYQ,SORGHUM,-0.732795894,0.005147798,0.319830865,0.674274147,53.8670578,"63000","0",84G62,,,,,,,"0",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMTAwMg,"115",,,,,,,,,,0.232179832,MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMTAwMw,"181","0",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMGZmYg,"125","0",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMGZmZA,"150",79.34931107,MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMGZmZg,"74",7.575232506,42.33131409,24.55072594,29.66024399,0.673859656,1.20460844,441.774,2.32,523.656,43.22,693.342,57.18,940.446,29.53,1032.147,2.54,1010.412,137.92,1051.011,160.73,889.479,69.7,693.243,60.92,493.497,18.89,"0","0","0","0","0","-99","68","187","10"
"1847","1846",-97.69464697,27.66639297,105.233185,"72","22","2008",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMTAwYQ,SORGHUM,-0.591190875,0.006448443,0.316713303,0.801336706,54.06391144,"63000","0",84G62,,,,,,,"0",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMTAwMg,"115",,,,,,,,,,0.23446764,MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMTAwMw,"181","0",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMGZmYg,"125","0",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMGZmZA,"150",79.89774342,MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMGZmZg,"74",7.575232506,42.33131409,24.55072594,29.66024399,0.673859656,1.20460844,441.774,2.32,523.656,43.22,693.342,57.18,940.446,29.53,1032.147,2.54,1010.412,137.92,1051.011,160.73,889.479,69.7,693.243,60.92,493.497,18.89,"0","0","0","0","0","-99","68","187","10"
"1848","1847",-97.69454697,27.66639297,112.50742,"72","23","2008",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMTAwYQ,SORGHUM,-0.529830694,0.004712055,0.318671137,0.850133538,54.14921188,"63000","0",84G62,,,,,,,"0",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMTAwMg,"115",,,,,,,,,,0.231469975,MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMTAwMw,"181","0",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMGZmYg,"125","0",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMGZmZA,"150",78.19472179,MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMGZmZg,"74",7.575232506,42.33131409,24.55072594,29.66024399,0.673859656,1.20460844,441.774,2.32,523.656,43.22,693.342,57.18,940.446,29.53,1032.147,2.54,1010.412,137.92,1051.011,160.73,889.479,69.7,693.243,60.92,493.497,18.89,"0","0","0","0","0","-99","68","187","10"
"2072","2071",-97.69574697,27.66619297,84.46501,"74","11","2008",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMTAwYQ,SORGHUM,-1.804254055,0.025716323,0.939444244,0.001869394,52.37755966,"63000","0",84G62,,,,,,,"0",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMTAwMg,"115",,,,,,,,,,0.221677322,MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMTAwMw,"181","0",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMGZmYg,"125","0",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMGZmZA,"150",83.82335415,MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMGZmZg,"74",7.560058117,41.57880783,24.21536636,30.42845345,0.914994657,1.212531805,441.774,2.32,523.656,43.22,693.342,57.18,940.446,29.53,1032.147,2.54,1010.412,137.92,1051.011,160.73,889.479,69.7,693.243,60.92,493.497,18.89,"0","0","0","0","0","-99","68","187","10"
"1954","1953",-97.69574697,27.66629297,74.43891,"73","11","2008",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMTAwYQ,SORGHUM,-1.379447222,0.016614184,0.886838555,0.492628187,52.96810913,"63000","0",84G62,,,,,,,"0",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMTAwMg,"115",,,,,,,,,,0.221677322,MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMTAwMw,"181","0",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMGZmYg,"125","0",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMGZmZA,"150",73.51862469,MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMGZmZg,"74",7.560058117,41.57880783,24.21536636,30.42845345,0.914994657,1.212531805,441.774,2.32,523.656,43.22,693.342,57.18,940.446,29.53,1032.147,2.54,1010.412,137.92,1051.011,160.73,889.479,69.7,693.243,60.92,493.497,18.89,"0","0","0","0","0","-99","68","187","10"
"2073","2072",-97.69564697,27.66619297,75.211174,"74","12","2008",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMTAwYQ,SORGHUM,-1.351125717,0.016405493,0.899414718,0.439273655,53.00748062,"63000","0",84G62,,,,,,,"0",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMTAwMg,"115",,,,,,,,,,0.238739624,MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMTAwMw,"181","0",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMGZmYg,"125","0",MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMGZmZA,"150",80.87914867,MjIyMjY1XzVhNDUxODEzZWJhOTE1MGFiNGZmMGZmZg,"74",7.560058117,41.57880783,24.21536636,30.42845345,0.914994657,1.212531805,441.774,2.32,523.656,43.22,693.342,57.18,940.446,29.53,1032.147,2.54,1010.412,137.92,1051.011,160.73,889.479,69.7,693.243,60.92,493.497,18.89,"0","0","0","0","0","-99","68","187","10"
